ms,x,y,heading,flood,f,l,r,err,corr,pwmL,pwmR,encL,encR,event
58477,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
58608,5,15,1,10,2651,1331,2442,0,0,0,0,0,0,WALL_STOP
58642,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
58645,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
58749,5,15,1,10,2653,1337,2447,0,0,0,0,0,0,WALL_STOP
58780,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
58783,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
58915,5,15,1,10,2649,1330,2440,0,0,0,0,0,0,WALL_STOP
58945,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
58948,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
59052,5,15,1,10,2668,1310,2467,0,0,0,0,0,0,WALL_STOP
59083,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
59085,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
59217,5,15,1,10,2651,1332,2469,0,0,0,0,0,0,WALL_STOP
59247,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
59251,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
59355,5,15,1,10,2655,1328,2466,0,0,0,0,0,0,WALL_STOP
59385,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
59389,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
59520,5,15,1,10,2655,1319,2474,0,0,0,0,0,0,WALL_STOP
59551,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
59554,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
59663,5,15,1,10,2682,1331,2406,0,0,0,0,0,0,WALL_STOP
59693,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
59697,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
59829,5,15,1,10,2661,1331,2405,0,0,0,0,0,0,WALL_STOP
59859,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
59863,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
59968,5,15,1,10,2692,1324,2395,0,0,0,0,0,0,WALL_STOP
59998,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
60002,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
60134,5,15,1,10,2696,1332,2215,0,0,0,0,0,0,WALL_STOP
60168,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
60172,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
60276,5,15,1,10,2708,1330,2215,0,0,0,0,0,0,WALL_STOP
60307,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
60311,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
60443,5,15,1,10,2654,1330,2213,0,0,0,0,0,0,WALL_STOP
60473,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
60477,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
60582,5,15,1,10,1817,1572,2676,-1104,-44,86,174,0,0,MOVE
60683,5,15,1,10,1853,1553,2696,-1143,-28,102,158,35,67,MOVE
60785,5,15,1,10,1921,1504,3256,-1752,-43,55,128,104,198,MOVE
60810,5,15,1,10,1931,1409,3549,-2140,-50,55,160,120,233,CRASH_R
60815,5,15,1,10,1949,1409,3562,-2153,-50,55,160,123,240,CRASH_R
60820,5,15,1,10,1949,1407,3558,-2151,-50,55,160,126,247,CRASH_R
60825,5,15,1,10,1939,1407,3558,-2151,-50,55,160,129,254,CRASH_R
60830,5,15,1,10,1920,1407,3557,-2150,-50,55,160,132,261,CRASH_R
60838,5,15,1,10,1920,1406,3555,-2149,-50,55,160,137,272,CRASH_R
60843,5,15,1,10,1921,1406,3555,-2149,-50,55,160,139,279,CRASH_R
60848,5,15,1,10,1940,1237,3558,-2321,-50,55,160,143,287,CRASH_R
60853,5,15,1,10,1941,1236,3784,-2548,-50,55,160,145,294,CRASH_R
60858,5,15,1,10,1941,1231,3784,-2553,-50,55,160,149,302,CRASH_R
60863,5,15,1,10,1946,1231,3778,-2547,-50,55,160,151,309,CRASH_R
60868,5,15,1,10,1946,1230,3777,-2547,-50,55,160,155,316,CRASH_R
60873,5,15,1,10,1942,1230,3777,-2547,-50,55,160,157,324,CRASH_R
60878,5,15,1,10,1931,1242,3778,-2536,-50,55,160,160,331,CRASH_R
60884,5,15,1,10,1925,1242,3782,-2540,-50,55,160,163,339,CRASH_R
60886,5,15,1,10,1925,1242,3782,-2540,-50,55,160,165,343,MOVE
60891,5,15,1,10,1925,1101,3789,-2688,-50,55,160,167,350,CRASH_R
60896,5,15,1,10,1890,1090,3890,-2800,-50,55,160,170,358,CRASH_R
60901,5,15,1,10,1889,1097,3898,-2801,-50,55,160,173,366,CRASH_R
60906,5,15,1,10,1876,1090,3894,-2804,-50,55,160,176,373,CRASH_R
60911,5,15,1,10,1808,1088,3894,-2806,-50,55,160,179,380,CRASH_R
60917,5,15,1,10,1805,1087,3893,-2806,-50,55,160,182,388,CRASH_R
60922,5,15,1,10,1804,1085,3893,-2808,-50,55,160,185,396,CRASH_R
60927,5,15,1,10,1786,1085,3894,-2809,-50,55,160,187,404,CRASH_R
60932,5,15,1,10,1782,1164,3895,-2731,-50,55,160,189,412,CRASH_R
60939,5,15,1,10,1781,1164,3894,-2730,-50,55,160,193,424,CRASH_R
60945,5,15,1,10,1725,1154,3895,-2741,-50,55,160,196,431,CRASH_R
60950,5,15,1,10,1718,1154,3895,-2741,-50,55,160,198,439,CRASH_R
60955,5,15,1,10,1712,1160,3895,-2735,-50,55,160,201,447,CRASH_R
60960,5,15,1,10,1700,1160,3896,-2736,-50,55,160,203,455,CRASH_R
60965,5,15,1,10,1691,1160,3896,-2736,-50,55,160,206,463,CRASH_R
60970,5,15,1,10,1691,1170,3896,-2726,-50,55,160,209,471,CRASH_R
60975,5,15,1,10,1624,1408,3896,-2488,-50,55,160,211,479,CRASH_R
60980,5,15,1,10,1622,1408,3894,-2486,-50,55,160,213,486,CRASH_R
60985,5,15,1,10,1622,1400,3894,-2494,-50,55,160,216,494,CRASH_R
60988,5,15,1,10,1622,1400,3894,-2494,-50,55,160,217,498,MOVE
60993,5,15,1,10,1581,1400,3894,-2494,-50,55,160,219,506,CRASH_R
60998,5,15,1,10,1570,1400,3894,-2494,-50,55,160,222,514,CRASH_R
61003,5,15,1,10,1570,1400,3895,-2495,-50,55,160,225,522,CRASH_R
61008,5,15,1,10,1575,1400,3895,-2495,-50,55,160,227,530,CRASH_R
61013,5,15,1,10,1575,1531,3895,-2364,-50,55,160,229,538,CRASH_R
61018,5,15,1,10,1575,1531,3892,-2361,-50,55,160,231,546,CRASH_R
61023,5,15,1,10,1575,1531,3892,-2361,-50,55,160,233,553,CRASH_R
61028,5,15,1,10,1575,1530,3893,-2363,-50,55,160,233,560,CRASH_R
61033,5,15,1,10,1575,1530,3895,-2365,-50,55,160,235,568,CRASH_R
61041,5,15,1,10,1593,1530,3907,-2377,-50,55,160,236,579,CRASH_R
61046,5,15,1,10,1601,1535,3895,-2360,-50,55,160,237,586,CRASH_R
61051,5,15,1,10,1601,1535,3894,-2359,-50,55,160,237,594,CRASH_R
61086,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
61095,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
61229,5,15,1,10,1599,1506,3894,-2388,-50,55,160,0,0,CRASH_R
61229,5,15,1,10,1599,1506,3894,-2388,-50,55,160,0,0,MOVE
61234,5,15,1,10,1595,1501,3894,-2393,-50,55,160,0,1,CRASH_R
61239,5,15,1,10,1594,1499,3894,-2395,-50,55,160,0,1,CRASH_R
61244,5,15,1,10,1595,1499,3894,-2395,-50,55,160,0,2,CRASH_R
61249,5,15,1,10,1595,1499,3894,-2395,-50,55,160,0,4,CRASH_R
61254,5,15,1,10,1601,1500,3902,-2402,-50,55,160,0,6,CRASH_R
61264,5,15,1,10,1601,1512,3902,-2390,-50,55,160,0,11,CRASH_R
61270,5,15,1,10,1601,1512,3897,-2385,-50,55,160,0,15,CRASH_R
61275,5,15,1,10,1596,1504,3895,-2391,-50,55,160,0,18,CRASH_R
61280,5,15,1,10,1592,1502,3895,-2393,-50,55,160,0,22,CRASH_R
61285,5,15,1,10,1594,1501,3895,-2394,-50,55,160,0,26,CRASH_R
61290,5,15,1,10,1594,1499,3895,-2396,-50,55,160,0,31,CRASH_R
61295,5,15,1,10,1595,1497,3896,-2399,-50,55,160,0,35,CRASH_R
61300,5,15,1,10,1597,1497,3896,-2399,-50,55,160,0,40,CRASH_R
61305,5,15,1,10,1598,1507,3896,-2389,-50,55,160,0,45,CRASH_R
61310,5,15,1,10,1598,1507,3893,-2386,-50,55,160,0,50,CRASH_R
61318,5,15,1,10,1598,1505,3893,-2388,-50,55,160,0,58,CRASH_R
61323,5,15,1,10,1592,1505,3899,-2394,-50,55,160,0,63,CRASH_R
61328,5,15,1,10,1590,1503,3899,-2396,-50,55,160,0,69,CRASH_R
61333,5,15,1,10,1571,1503,3894,-2391,-50,55,160,0,75,CRASH_R
61333,5,15,1,10,1571,1503,3894,-2391,-50,55,160,0,75,MOVE
61338,5,15,1,10,1571,1503,3894,-2391,-50,55,160,0,81,CRASH_R
61343,5,15,1,10,1593,1503,3894,-2391,-50,55,160,0,87,CRASH_R
61349,5,15,1,10,1595,1503,3894,-2391,-50,55,160,0,93,CRASH_R
61354,5,15,1,10,1593,1501,3893,-2392,-50,55,160,0,99,CRASH_R
61359,5,15,1,10,1588,1501,3894,-2393,-50,55,160,0,106,CRASH_R
61366,5,15,1,10,1573,1498,3894,-2396,-50,55,160,0,115,CRASH_R
61371,5,15,1,10,1572,1499,3894,-2395,-50,55,160,0,121,CRASH_R
61377,5,15,1,10,1572,1495,3894,-2399,-50,55,160,0,128,CRASH_R
61382,5,15,1,10,1572,1499,3894,-2395,-50,55,160,0,135,CRASH_R
61387,5,15,1,10,1572,1506,3894,-2388,-50,55,160,0,141,CRASH_R
61392,5,15,1,10,1594,1507,3895,-2388,-50,55,160,0,147,CRASH_R
61397,5,15,1,10,1594,1507,3893,-2386,-50,55,160,0,154,CRASH_R
61402,5,15,1,10,1594,1503,3897,-2394,-50,55,160,0,161,CRASH_R
61407,5,15,1,10,1592,1502,3895,-2393,-50,55,160,0,167,CRASH_R
61412,5,15,1,10,1592,1497,3895,-2398,-50,55,160,0,174,CRASH_R
61419,5,15,1,10,1590,1497,3895,-2398,-50,55,160,0,184,CRASH_R
61425,5,15,1,10,1580,1501,3896,-2395,-50,55,160,0,191,CRASH_R
61430,5,15,1,10,1572,1508,3896,-2388,-50,55,160,0,198,CRASH_R
61435,5,15,1,10,1580,1508,3892,-2384,-50,55,160,0,205,CRASH_R
61435,5,15,1,10,1580,1508,3892,-2384,-50,55,160,0,205,MOVE
61440,5,15,1,10,1592,1508,3892,-2384,-50,55,160,0,211,CRASH_R
61445,5,15,1,10,1598,1508,3893,-2385,-50,55,160,0,218,CRASH_R
61450,5,15,1,10,1598,1509,3900,-2391,-50,55,160,0,225,CRASH_R
61455,5,15,1,10,1595,1508,3896,-2388,-50,55,160,0,232,CRASH_R
61460,5,15,1,10,1594,1502,3896,-2394,-50,55,160,0,239,CRASH_R
61468,5,15,1,10,1593,1502,3896,-2394,-50,55,160,0,250,CRASH_R
61473,5,15,1,10,1592,1509,3892,-2383,-50,55,160,0,257,CRASH_R
61478,5,15,1,10,1590,1509,3894,-2385,-50,55,160,0,264,CRASH_R
61483,5,15,1,10,1590,1503,3894,-2391,-50,55,160,0,272,CRASH_R
61488,5,15,1,10,1592,1502,3894,-2392,-50,55,160,0,279,CRASH_R
61493,5,15,1,10,1592,1496,3894,-2398,-50,55,160,0,287,CRASH_R
61498,5,15,1,10,1592,1496,3894,-2398,-50,55,160,0,295,CRASH_R
61504,5,15,1,10,1593,1504,3894,-2390,-50,55,160,0,302,CRASH_R
61509,5,15,1,10,1598,1514,3894,-2380,-50,55,160,0,310,CRASH_R
61514,5,15,1,10,1595,1508,3894,-2386,-50,55,160,0,317,CRASH_R
61521,5,15,1,10,1597,1513,3894,-2381,-50,55,160,0,329,CRASH_R
61526,5,15,1,10,1595,1508,3893,-2385,-50,55,160,0,336,CRASH_R
61532,5,15,1,10,1597,1511,3907,-2396,-50,55,160,0,343,CRASH_R
61537,5,15,1,10,1595,1503,3894,-2391,-50,55,160,0,351,CRASH_R
61537,5,15,1,10,1595,1503,3894,-2391,-50,55,160,0,351,MOVE
61542,5,15,1,10,1595,1502,3894,-2392,-50,55,160,0,358,CRASH_R
61547,5,15,1,10,1595,1499,3894,-2395,-50,55,160,0,365,CRASH_R
61552,5,15,1,10,1595,1499,3894,-2395,-50,55,160,0,372,CRASH_R
61557,5,15,1,10,1596,1507,3895,-2388,-50,55,160,0,379,CRASH_R
61562,5,15,1,10,1595,1507,3894,-2387,-50,55,160,0,385,CRASH_R
61573,5,15,1,10,1594,1503,3893,-2390,-50,55,160,0,401,CRASH_R
61579,5,15,1,10,1592,1503,3892,-2389,-50,55,160,0,407,CRASH_R
61584,5,15,1,10,1574,1502,3892,-2390,-50,55,160,0,414,CRASH_R
61589,5,15,1,10,1574,1502,3892,-2390,-50,55,160,0,421,CRASH_R
61594,5,15,1,10,1578,1502,3892,-2390,-50,55,160,0,427,CRASH_R
61599,5,15,1,10,1592,1482,3892,-2410,-50,55,160,0,434,CRASH_R
61604,5,15,1,10,1594,1475,3892,-2417,-50,55,160,0,440,CRASH_R
61609,5,15,1,10,1597,1475,3895,-2420,-50,55,160,0,446,CRASH_R
61614,5,15,1,10,1594,1478,3895,-2417,-50,55,160,0,453,CRASH_R
61619,5,15,1,10,1594,1478,3893,-2415,-50,55,160,0,458,CRASH_R
61627,5,15,1,10,1594,1478,3891,-2413,-50,55,160,0,467,CRASH_R
61632,5,15,1,10,1595,1478,3891,-2413,-50,55,160,0,473,CRASH_R
61637,5,15,1,10,1597,1481,3891,-2410,-50,55,160,0,479,CRASH_R
61637,5,15,1,10,1597,1481,3891,-2410,-50,55,160,0,479,MOVE
61642,5,15,1,10,1597,1504,3891,-2387,-50,55,160,0,484,CRASH_R
61647,5,15,1,10,1597,1504,3890,-2386,-50,55,160,0,489,CRASH_R
61652,5,15,1,10,1596,1504,3890,-2386,-50,55,160,0,494,CRASH_R
61657,5,15,1,10,1596,1501,3892,-2391,-50,55,160,0,499,CRASH_R
61662,5,15,1,10,1595,1499,3892,-2393,-50,55,160,0,503,CRASH_R
61668,5,15,1,10,1596,1499,3892,-2393,-50,55,160,0,506,CRASH_R
61675,5,15,1,10,1597,1512,3892,-2380,-50,55,160,0,511,CRASH_R
61680,5,15,1,10,1597,1555,3898,-2343,-50,55,160,0,514,CRASH_R
61685,5,15,1,10,1603,1562,3898,-2336,-50,55,160,0,517,CRASH_R
61690,5,15,1,10,1603,1562,3898,-2336,-50,55,160,0,520,CRASH_R
61695,5,15,1,10,1575,1552,3895,-2343,-50,55,160,0,523,CRASH_R
61701,5,15,1,10,1568,1552,3895,-2343,-50,55,160,0,527,CRASH_R
61706,5,15,1,10,1568,1552,3894,-2342,-50,55,160,0,530,CRASH_R
61711,5,15,1,10,1573,1552,3894,-2342,-50,55,160,0,534,CRASH_R
61716,5,15,1,10,1573,1555,3895,-2340,-50,55,160,0,538,CRASH_R
61721,5,15,1,10,1573,1555,3895,-2340,-50,55,160,0,542,CRASH_R
61728,5,15,1,10,1573,1533,3908,-2375,-50,55,160,0,549,CRASH_R
61734,5,15,1,10,1577,1533,3907,-2374,-50,55,160,0,553,CRASH_R
61739,5,15,1,10,1577,1527,3907,-2380,-50,55,160,0,558,CRASH_R
61739,5,15,1,10,1577,1527,3907,-2380,-50,55,160,0,558,MOVE
61744,5,15,1,10,1530,1533,3900,-2367,-50,55,160,0,563,CRASH_R
61749,5,15,1,10,1526,1527,3895,-2368,-50,55,160,0,568,CRASH_R
61754,5,15,1,10,1520,1529,3896,-2367,-50,55,160,0,574,CRASH_R
61759,5,15,1,10,1450,1529,3895,-2366,-50,55,160,0,579,CRASH_R
61764,5,15,1,10,1448,1578,3894,-2316,-50,55,160,0,585,CRASH_R
61769,5,15,1,10,1446,1578,3893,-2315,-50,55,160,0,591,CRASH_R
61806,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
61811,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
61944,5,15,1,10,818,1986,3722,-1736,-26,55,160,0,0,CRASH_R
61944,5,15,1,10,818,1986,3722,-1736,-26,55,160,0,0,MOVE
61949,5,15,1,10,812,1986,3720,-1734,-43,55,160,0,1,CRASH_R
61955,5,15,1,10,810,1976,3717,-1741,-43,55,160,1,2,CRASH_R
61960,5,15,1,10,810,1976,3712,-1736,-43,55,160,1,5,CRASH_R
61965,5,15,1,10,814,1993,3712,-1719,-42,55,160,2,9,CRASH_R
61970,5,15,1,10,814,2002,3723,-1721,-43,55,160,2,13,CRASH_R
61975,5,15,1,10,805,2010,3726,-1716,-42,55,160,2,17,CRASH_R
61980,5,15,1,10,804,2010,3741,-1731,-43,55,160,2,21,CRASH_R
61985,5,15,1,10,790,2006,3741,-1735,-43,55,160,2,24,CRASH_R
61992,5,15,1,10,787,2005,3741,-1736,-43,55,160,3,30,CRASH_R
61998,5,15,1,10,780,2005,3741,-1736,-43,55,160,4,34,CRASH_R
62003,5,15,1,10,764,2003,3741,-1738,-43,55,160,4,38,CRASH_R
62008,5,15,1,10,761,2007,3739,-1732,-43,55,160,5,41,CRASH_R
62013,5,15,1,10,756,2003,3739,-1736,-43,55,160,6,45,CRASH_R
62018,5,15,1,10,734,1987,3740,-1753,-44,55,160,6,50,CRASH_R
62023,5,15,1,10,734,1987,3740,-1753,-43,55,160,7,54,CRASH_R
62028,5,15,1,10,735,1989,3740,-1751,-43,55,160,8,59,CRASH_R
62033,5,15,1,10,735,1989,3743,-1754,-43,55,160,8,64,CRASH_R
62038,5,15,1,10,732,1985,3744,-1759,-44,55,160,10,69,CRASH_R
62046,5,15,1,10,732,1985,3744,-1759,-43,55,160,12,77,CRASH_R
62046,5,15,1,10,732,1985,3744,-1759,-43,55,160,12,77,MOVE
62051,5,15,1,10,732,1986,3744,-1758,-43,55,160,13,83,CRASH_R
62056,5,15,1,10,733,2033,3742,-1709,-41,55,160,14,89,CRASH_R
62061,5,15,1,10,734,2033,3726,-1693,-41,55,160,16,95,CRASH_R
62066,5,15,1,10,789,2028,3721,-1693,-42,55,160,17,101,CRASH_R
62071,5,15,1,10,790,2024,3720,-1696,-42,55,160,18,107,CRASH_R
62076,5,15,1,10,797,2024,3721,-1697,-42,55,160,20,113,CRASH_R
62082,5,15,1,10,835,2029,3717,-1688,-41,55,160,22,119,CRASH_R
62087,5,15,1,10,836,2029,3710,-1681,-41,55,160,24,126,CRASH_R
62098,5,15,1,10,857,2029,3708,-1679,-41,55,160,28,141,CRASH_R
62103,5,15,1,10,878,2080,3689,-1609,-38,55,160,30,149,CRASH_R
62108,5,15,1,10,883,2088,3689,-1601,-39,55,160,32,156,CRASH_R
62114,5,15,1,10,932,2081,3686,-1605,-40,55,160,34,163,CRASH_R
62119,5,15,1,10,932,2081,3686,-1605,-40,55,160,35,169,CRASH_R
62124,5,15,1,10,932,2074,3686,-1612,-40,55,160,36,177,CRASH_R
62129,5,15,1,10,981,2074,3681,-1607,-40,55,160,38,184,CRASH_R
62134,5,15,1,10,981,2081,3681,-1600,-39,55,160,40,191,CRASH_R
62139,5,15,1,10,990,2086,3679,-1593,-39,55,160,43,199,CRASH_R
62144,5,15,1,10,1054,2157,3648,-1491,-34,55,160,45,207,CRASH_R
62146,5,15,1,10,1054,2157,3648,-1491,-34,55,160,46,210,MOVE
62151,5,15,1,10,1060,2158,3646,-1488,-37,55,160,48,217,CRASH_R
62156,5,15,1,10,1062,2157,3641,-1484,-36,55,160,51,225,CRASH_R
62161,5,15,1,10,1076,2148,3642,-1494,-37,55,160,54,232,CRASH_R
62166,5,15,1,10,1076,2148,3641,-1493,-37,55,160,56,240,CRASH_R
62171,5,15,1,10,1076,2148,3642,-1494,-37,55,160,58,247,CRASH_R
62177,5,15,1,10,1079,2163,3644,-1481,-36,55,160,61,255,CRASH_R
62182,5,15,1,10,1079,2198,3644,-1446,-35,55,160,63,263,CRASH_R
62187,5,15,1,10,1079,2199,3625,-1426,-35,55,160,66,271,CRASH_R
62192,5,15,1,10,1129,2199,3625,-1426,-35,55,160,68,279,CRASH_R
62199,5,15,1,10,1129,2199,3608,-1409,-34,55,160,72,291,CRASH_R
62204,5,15,1,10,1137,2198,3609,-1411,-35,55,160,74,299,CRASH_R
62210,5,15,1,10,1145,2198,3609,-1411,-35,55,160,77,307,CRASH_R
62215,5,15,1,10,1145,2198,3612,-1414,-35,55,160,80,315,CRASH_R
62220,5,15,1,10,1139,2205,3625,-1420,-35,55,160,82,324,CRASH_R
62225,5,15,1,10,1139,2270,3625,-1355,-31,55,160,86,332,CRASH_R
62230,5,15,1,10,1139,2270,3534,-1264,-28,55,160,88,340,CRASH_R
62235,5,15,1,10,1151,2270,3516,-1246,-30,55,160,91,349,CRASH_R
62240,5,15,1,10,1160,2269,3515,-1246,-31,55,160,94,357,CRASH_R
62245,5,15,1,10,1163,2268,3510,-1242,-30,55,160,96,365,CRASH_R
62247,5,15,1,10,1163,2268,3510,-1242,-30,55,160,98,370,MOVE
62253,5,15,1,10,1163,2267,3510,-1243,-31,55,160,101,378,CRASH_R
62258,5,15,1,10,1209,2268,3511,-1243,-31,55,160,104,387,CRASH_R
62263,5,15,1,10,1209,2268,3511,-1243,-31,55,160,106,395,CRASH_R
62268,5,15,1,10,1209,2336,3411,-1075,-21,55,160,109,403,CRASH_R
62273,5,15,1,10,1236,2339,3411,-1072,-26,55,160,112,411,CRASH_R
62278,5,15,1,10,1236,2336,3414,-1078,-27,55,160,114,419,CRASH_R
62283,5,15,1,10,1242,2339,3416,-1077,-26,55,160,117,428,CRASH_R
62288,5,15,1,10,1241,2346,3416,-1070,-26,55,160,120,436,CRASH_R
62293,5,15,1,10,1241,2346,3410,-1064,-26,55,160,122,445,CRASH_R
62301,5,15,1,10,1241,2341,3410,-1069,-26,55,160,126,457,CRASH_R
62306,5,15,1,10,1256,2341,3405,-1064,-26,55,160,129,465,CRASH_R
62347,5,15,1,10,1275,2386,3301,-915,-22,108,152,158,529,MOVE
62427,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
62431,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
62562,5,15,1,10,1469,2564,2916,-352,-2,128,132,0,0,MOVE
62664,5,15,1,10,1548,2593,2939,-346,-8,122,138,56,65,MOVE
62765,5,15,1,10,1765,2641,2808,-167,-4,126,134,155,182,MOVE
62867,5,15,1,10,2224,2745,2731,14,0,85,85,266,303,MOVE
62938,5,15,1,10,2503,2799,2725,0,0,86,84,326,368,WALL_STOP
62968,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
62971,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
63103,5,15,1,10,2764,2808,2695,0,0,0,0,0,0,WALL_STOP
63133,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
63137,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
63241,5,15,1,10,2763,2819,2693,0,0,0,0,0,0,WALL_STOP
63275,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
63279,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
63411,5,15,1,10,2764,2818,2693,0,0,0,0,0,0,WALL_STOP
63441,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
63445,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
63549,5,15,1,10,2745,2836,2693,0,0,0,0,0,0,WALL_STOP
63580,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
63583,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
63715,5,15,1,10,2760,2836,2692,0,0,0,0,0,0,WALL_STOP
63745,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
63753,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
63857,5,15,1,10,2762,2843,2679,0,0,0,0,0,0,WALL_STOP
63888,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
63892,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
64031,5,15,1,10,2764,2820,2683,0,0,0,0,0,0,WALL_STOP
64062,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
64080,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
64184,5,15,1,10,2764,2848,2679,0,0,0,0,0,0,WALL_STOP
64214,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
64217,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
64348,5,15,1,10,2762,2848,2696,0,0,0,0,0,0,WALL_STOP
64379,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
64381,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
64485,5,15,1,10,2762,2817,2692,0,0,0,0,0,0,WALL_STOP
64515,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
64519,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
64650,5,15,1,10,2763,2832,2692,0,0,0,0,0,0,WALL_STOP
64681,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
64684,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
64788,5,15,1,10,2725,2801,2734,0,0,0,0,0,0,WALL_STOP
64822,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
64826,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
64957,5,15,1,10,2849,2700,2922,0,0,0,0,0,0,WALL_STOP
64987,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
64991,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
65095,5,15,1,10,2849,2700,2941,0,0,0,0,0,0,WALL_STOP
65126,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
65129,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
65261,5,15,1,10,2871,2703,2918,0,0,0,0,0,0,WALL_STOP
65291,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
65295,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
65399,5,15,1,10,2859,2693,2936,0,0,0,0,0,0,WALL_STOP
65429,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
65433,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
65565,5,15,1,10,2873,2707,2915,0,0,0,0,0,0,WALL_STOP
65595,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
65599,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
65704,5,15,1,10,2853,2705,2910,0,0,0,0,0,0,WALL_STOP
65734,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
65738,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
65870,5,15,1,10,2853,2705,2913,0,0,0,0,0,0,WALL_STOP
65900,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
65904,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
66008,5,15,1,10,2737,2615,2957,0,0,0,0,0,0,WALL_STOP
66039,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
66042,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
66175,5,15,1,10,2242,2108,3137,-1029,-50,55,135,0,0,MOVE
66276,5,15,1,10,2198,2577,3013,-436,-9,76,94,4,23,MOVE
66376,5,15,1,10,2384,2571,3037,-466,-11,74,96,37,66,MOVE
