ms,x,y,heading,flood,f,l,r,err,corr,pwmL,pwmR,encL,encR,event
21712,5,15,1,10,1666,1506,3895,-2389,-50,55,160,0,428,CRASH_R
21717,5,15,1,10,1666,1501,3895,-2394,-50,55,160,0,434,CRASH_R
21722,5,15,1,10,1666,1501,3895,-2394,-50,55,160,0,438,CRASH_R
21727,5,15,1,10,1666,1504,3895,-2391,-50,55,160,0,443,CRASH_R
21735,5,15,1,10,1664,1504,3894,-2390,-50,55,160,0,451,CRASH_R
21740,5,15,1,10,1663,1500,3894,-2394,-50,55,160,0,456,CRASH_R
21745,5,15,1,10,1664,1498,3894,-2396,-50,55,160,0,461,CRASH_R
21750,5,15,1,10,1666,1498,3894,-2396,-50,55,160,0,466,CRASH_R
21755,5,15,1,10,1667,1498,3896,-2398,-50,55,160,0,470,CRASH_R
21760,5,15,1,10,1666,1502,3894,-2392,-50,55,160,0,476,CRASH_R
21765,5,15,1,10,1664,1502,3894,-2392,-50,55,160,0,480,CRASH_R
21770,5,15,1,10,1664,1502,3892,-2390,-50,55,160,0,486,CRASH_R
21775,5,15,1,10,1664,1501,3892,-2391,-50,55,160,0,490,CRASH_R
21781,5,15,1,10,1665,1500,3892,-2392,-50,55,160,0,495,CRASH_R
21783,5,15,1,10,1665,1500,3892,-2392,-50,55,160,0,498,MOVE
21788,5,15,1,10,1668,1500,3893,-2393,-50,55,160,0,503,CRASH_R
21793,5,15,1,10,1666,1502,3894,-2392,-50,55,160,0,508,CRASH_R
21798,5,15,1,10,1672,1504,3898,-2394,-50,55,160,0,513,CRASH_R
21803,5,15,1,10,1670,1502,3894,-2392,-50,55,160,0,518,CRASH_R
21808,5,15,1,10,1670,1503,3893,-2390,-50,55,160,0,523,CRASH_R
21814,5,15,1,10,1667,1503,3891,-2388,-50,55,160,0,528,CRASH_R
21819,5,15,1,10,1664,1504,3891,-2387,-50,55,160,0,533,CRASH_R
21824,5,15,1,10,1666,1504,3893,-2389,-50,55,160,0,538,CRASH_R
21829,5,15,1,10,1666,1504,3895,-2391,-50,55,160,0,544,CRASH_R
21836,5,15,1,10,1666,1502,3895,-2393,-50,55,160,0,551,CRASH_R
21841,5,15,1,10,1667,1502,3894,-2392,-50,55,160,0,556,CRASH_R
21847,5,15,1,10,1665,1501,3894,-2393,-50,55,160,0,562,CRASH_R
21852,5,15,1,10,1659,1502,3894,-2392,-50,55,160,0,567,CRASH_R
21857,5,15,1,10,1659,1525,3892,-2367,-50,55,160,0,572,CRASH_R
21862,5,15,1,10,1688,1525,3892,-2367,-50,55,160,0,577,CRASH_R
21867,5,15,1,10,1691,1529,3893,-2364,-50,55,160,0,582,CRASH_R
21872,5,15,1,10,1688,1525,3894,-2369,-50,55,160,0,588,CRASH_R
21877,5,15,1,10,1665,1525,3894,-2369,-50,55,160,0,593,CRASH_R
21882,5,15,1,10,1664,1525,3894,-2369,-50,55,160,0,598,CRASH_R
21884,5,15,1,10,1664,1525,3894,-2369,-50,55,160,0,601,MOVE
21920,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
21925,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
22058,5,15,1,10,1663,1521,3895,-2374,-50,55,160,0,0,CRASH_R
22058,5,15,1,10,1663,1521,3895,-2374,-50,55,160,0,0,MOVE
22064,5,15,1,10,1665,1507,3893,-2386,-50,55,160,0,0,CRASH_R
22069,5,15,1,10,1665,1501,3893,-2392,-50,55,160,0,1,CRASH_R
22074,5,15,1,10,1668,1505,3894,-2389,-50,55,160,0,3,CRASH_R
22079,5,15,1,10,1672,1505,3905,-2400,-50,55,160,0,5,CRASH_R
22084,5,15,1,10,1672,1505,3905,-2400,-50,55,160,0,7,CRASH_R
22089,5,15,1,10,1673,1508,3899,-2391,-50,55,160,0,10,CRASH_R
22094,5,15,1,10,1668,1502,3894,-2392,-50,55,160,0,14,CRASH_R
22105,5,15,1,10,1667,1504,3894,-2390,-50,55,160,0,23,CRASH_R
22111,5,15,1,10,1665,1503,3894,-2391,-50,55,160,0,27,CRASH_R
22116,5,15,1,10,1663,1503,3895,-2392,-50,55,160,0,31,CRASH_R
22121,5,15,1,10,1643,1501,3895,-2394,-50,55,160,0,36,CRASH_R
22126,5,15,1,10,1642,1500,3897,-2397,-50,55,160,0,41,CRASH_R
22131,5,15,1,10,1642,1500,3898,-2398,-50,55,160,0,46,CRASH_R
22136,5,15,1,10,1669,1505,3903,-2398,-50,55,160,0,50,CRASH_R
22141,5,15,1,10,1669,1505,3903,-2398,-50,55,160,0,55,CRASH_R
22146,5,15,1,10,1665,1505,3890,-2385,-50,55,160,0,60,CRASH_R
22151,5,15,1,10,1660,1505,3890,-2385,-50,55,160,0,65,CRASH_R
22159,5,15,1,10,1665,1505,3893,-2388,-50,55,160,0,73,CRASH_R
22159,5,15,1,10,1665,1505,3893,-2388,-50,55,160,0,73,MOVE
22164,5,15,1,10,1660,1505,3894,-2389,-50,55,160,0,78,CRASH_R
22170,5,15,1,10,1657,1522,3914,-2392,-50,55,160,0,84,CRASH_R
22175,5,15,1,10,1640,1503,3894,-2391,-50,55,160,0,89,CRASH_R
22180,5,15,1,10,1657,1503,3896,-2393,-50,55,160,0,94,CRASH_R
22185,5,15,1,10,1665,1502,3894,-2392,-50,55,160,0,100,CRASH_R
22190,5,15,1,10,1665,1502,3892,-2390,-50,55,160,0,106,CRASH_R
22195,5,15,1,10,1661,1502,3892,-2390,-50,55,160,0,111,CRASH_R
22200,5,15,1,10,1641,1498,3893,-2395,-50,55,160,0,117,CRASH_R
22207,5,15,1,10,1641,1497,3893,-2396,-50,55,160,0,125,CRASH_R
22213,5,15,1,10,1641,1497,3894,-2397,-50,55,160,0,131,CRASH_R
22218,5,15,1,10,1661,1497,3893,-2396,-50,55,160,0,136,CRASH_R
22223,5,15,1,10,1666,1496,3893,-2397,-50,55,160,0,142,CRASH_R
22228,5,15,1,10,1666,1496,3891,-2395,-50,55,160,0,147,CRASH_R
22233,5,15,1,10,1667,1506,3891,-2385,-50,55,160,0,152,CRASH_R
22238,5,15,1,10,1667,1506,3893,-2387,-50,55,160,0,158,CRASH_R
22243,5,15,1,10,1666,1501,3893,-2392,-50,55,160,0,164,CRASH_R
22248,5,15,1,10,1666,1501,3893,-2392,-50,55,160,0,169,CRASH_R
22253,5,15,1,10,1665,1501,3896,-2395,-50,55,160,0,175,CRASH_R
22261,5,15,1,10,1663,1501,3896,-2395,-50,55,160,0,184,CRASH_R
22261,5,15,1,10,1663,1501,3896,-2395,-50,55,160,0,184,MOVE
22266,5,15,1,10,1644,1500,3894,-2394,-50,55,160,0,190,CRASH_R
22271,5,15,1,10,1640,1501,3892,-2391,-50,55,160,0,196,CRASH_R
22276,5,15,1,10,1640,1522,3892,-2370,-50,55,160,0,203,CRASH_R
22281,5,15,1,10,1646,1524,3893,-2369,-50,55,160,0,210,CRASH_R
22286,5,15,1,10,1646,1524,3900,-2376,-50,55,160,0,217,CRASH_R
22291,5,15,1,10,1652,1536,3901,-2365,-50,55,160,0,223,CRASH_R
22297,5,15,1,10,1638,1536,3901,-2365,-50,55,160,0,230,CRASH_R
22302,5,15,1,10,1638,1528,3895,-2367,-50,55,160,0,236,CRASH_R
22309,5,15,1,10,1638,1526,3893,-2367,-50,55,160,0,246,CRASH_R
22314,5,15,1,10,1642,1525,3893,-2368,-50,55,160,0,252,CRASH_R
22319,5,15,1,10,1642,1516,3892,-2376,-50,55,160,0,258,CRASH_R
22324,5,15,1,10,1644,1502,3893,-2391,-50,55,160,0,264,CRASH_R
22330,5,15,1,10,1640,1501,3893,-2392,-50,55,160,0,269,CRASH_R
22335,5,15,1,10,1639,1498,3894,-2396,-50,55,160,0,275,CRASH_R
22340,5,15,1,10,1635,1498,3894,-2396,-50,55,160,0,280,CRASH_R
22345,5,15,1,10,1580,1501,3894,-2393,-50,55,160,0,286,CRASH_R
22350,5,15,1,10,1569,1501,3894,-2393,-50,55,160,0,291,CRASH_R
22355,5,15,1,10,1568,1501,3899,-2398,-50,55,160,0,296,CRASH_R
22362,5,15,1,10,1553,1503,3894,-2391,-50,55,160,0,304,CRASH_R
22363,5,15,1,10,1553,1503,3894,-2391,-50,55,160,0,304,MOVE
22368,5,15,1,10,1549,1504,3896,-2392,-50,55,160,0,309,CRASH_R
22373,5,15,1,10,1553,1504,3895,-2391,-50,55,160,0,314,CRASH_R
22378,5,15,1,10,1549,1504,3896,-2392,-50,55,160,0,320,CRASH_R
22383,5,15,1,10,1547,1504,3895,-2391,-50,55,160,0,324,CRASH_R
22388,5,15,1,10,1547,1500,3895,-2395,-50,55,160,0,330,CRASH_R
22393,5,15,1,10,1547,1500,3894,-2394,-50,55,160,0,335,CRASH_R
22398,5,15,1,10,1549,1504,3892,-2388,-50,55,160,0,340,CRASH_R
22403,5,15,1,10,1549,1506,3892,-2386,-50,55,160,0,345,CRASH_R
22415,5,15,1,10,1620,1507,3894,-2387,-50,55,160,0,355,CRASH_R
22420,5,15,1,10,1623,1507,3894,-2387,-50,55,160,0,358,CRASH_R
22425,5,15,1,10,1780,1503,3894,-2391,-50,55,160,0,362,CRASH_R
22430,5,15,1,10,1780,1503,3894,-2391,-50,55,160,0,365,CRASH_R
22435,5,15,1,10,1780,1503,3894,-2391,-50,55,160,0,368,CRASH_R
22440,5,15,1,10,2105,1504,3890,-2386,-50,55,160,0,371,CRASH_R
22445,5,15,1,10,2105,1519,3890,-2371,-50,55,160,0,373,CRASH_R
22450,5,15,1,10,2105,1528,3893,-2365,-50,55,160,0,376,CRASH_R
22455,5,15,1,10,2223,1526,3895,-2369,-50,55,160,0,378,CRASH_R
22460,5,15,1,10,2223,1526,3895,-2369,-50,55,160,0,379,CRASH_R
22463,5,15,1,10,2223,1526,3895,-2369,-50,55,160,0,380,MOVE
22468,5,15,1,10,2223,1525,3895,-2370,-50,55,160,0,382,CRASH_R
22473,5,15,1,10,2275,1525,3895,-2370,-50,55,160,0,384,CRASH_R
22478,5,15,1,10,2275,1528,3895,-2367,-50,55,160,0,386,CRASH_R
22483,5,15,1,10,2276,1531,3892,-2361,-50,55,160,0,388,CRASH_R
22488,5,15,1,10,2273,1528,3892,-2364,-50,55,160,0,391,CRASH_R
22494,5,15,1,10,2276,1531,3892,-2361,-50,55,160,0,394,CRASH_R
22499,5,15,1,10,2279,1524,3894,-2370,-50,55,160,0,396,CRASH_R
22504,5,15,1,10,2320,1522,3898,-2376,-50,55,160,0,399,CRASH_R
22509,5,15,1,10,2321,1522,3898,-2376,-50,55,160,0,402,CRASH_R
22516,5,15,1,10,2334,1522,3898,-2376,-50,55,160,0,407,CRASH_R
22521,5,15,1,10,2342,1529,3891,-2362,-50,55,160,0,410,CRASH_R
22527,5,15,1,10,2344,1521,3891,-2370,-50,55,160,0,414,CRASH_R
22532,5,15,1,10,2346,1529,3891,-2362,-50,55,160,0,418,CRASH_R
22537,5,15,1,10,2406,1527,3898,-2371,-50,55,160,0,421,CRASH_R
22542,5,15,1,10,2411,1531,3898,-2367,-50,55,160,0,425,CRASH_R
22547,5,15,1,10,2416,1527,3898,-2371,-50,55,160,0,429,CRASH_R
22552,5,15,1,10,2501,1527,3893,0,0,55,160,0,433,WALL_STOP
22582,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
22584,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
22717,5,15,1,10,1876,1616,3060,-1444,-8,122,138,0,0,MOVE
22819,5,15,1,10,880,1754,3125,-1371,-32,98,162,29,132,MOVE
22859,5,15,1,10,787,1823,3890,-2067,-50,55,160,59,197,CRASH_R
22864,5,15,1,10,784,1823,3893,-2070,-50,55,160,63,205,CRASH_R
22869,5,15,1,10,783,1821,3893,-2072,-50,55,160,67,213,CRASH_R
22874,5,15,1,10,763,1819,3893,-2074,-50,55,160,70,222,CRASH_R
22879,5,15,1,10,762,1815,3894,-2079,-50,55,160,73,230,CRASH_R
22884,5,15,1,10,761,1815,3896,-2081,-50,55,160,77,239,CRASH_R
22890,5,15,1,10,744,1824,3896,-2072,-50,55,160,81,248,CRASH_R
22895,5,15,1,10,739,1824,3896,-2072,-50,55,160,83,256,CRASH_R
22900,5,15,1,10,739,1824,3893,-2069,-50,55,160,87,264,CRASH_R
22905,5,15,1,10,759,1845,3893,-2048,-50,55,160,90,273,CRASH_R
22912,5,15,1,10,761,1845,3893,-2048,-50,55,160,95,286,CRASH_R
22918,5,15,1,10,761,1845,3894,-2049,-50,55,160,98,294,CRASH_R
22923,5,15,1,10,764,1845,3896,-2051,-50,55,160,101,303,CRASH_R
22923,5,15,1,10,764,1845,3896,-2051,-50,55,160,101,303,MOVE
22928,5,15,1,10,764,1845,3896,-2051,-50,55,160,104,311,CRASH_R
22933,5,15,1,10,756,1840,3895,-2055,-50,55,160,107,320,CRASH_R
22938,5,15,1,10,682,1840,3890,-2050,-50,55,160,110,328,CRASH_R
22943,5,15,1,10,682,1916,3889,-1973,-47,55,160,113,337,CRASH_R
22948,5,15,1,10,680,1916,3889,-1973,-49,55,160,116,345,CRASH_R
22953,5,15,1,10,520,1916,3889,-1973,-49,55,160,119,354,CRASH_R
22960,5,15,1,10,515,1915,3889,-1974,-49,55,160,124,367,CRASH_R
22966,5,15,1,10,512,1915,3890,-1975,-49,55,160,127,375,CRASH_R
22971,5,15,1,10,439,1914,3890,-1976,-49,55,160,130,384,CRASH_R
22976,5,15,1,10,436,1914,3890,-1976,-49,55,160,133,392,CRASH_R
22981,5,15,1,10,435,1914,3890,-1976,-49,55,160,137,401,CRASH_R
22986,5,15,1,10,391,1960,3891,-1931,-46,55,160,139,410,CRASH_R
22991,5,15,1,10,388,1960,3892,-1932,-48,55,160,143,419,CRASH_R
22996,5,15,1,10,388,1954,3893,-1939,-48,55,160,145,427,CRASH_R
23001,5,15,1,10,347,1954,3894,-1940,-48,55,160,149,436,CRASH_R
23006,5,15,1,10,346,1960,3894,-1934,-48,55,160,151,444,CRASH_R
23014,5,15,1,10,344,1960,3894,-1934,-48,55,160,156,457,CRASH_R
23019,5,15,1,10,341,1960,3891,-1931,-48,55,160,159,466,CRASH_R
23024,5,15,1,10,342,1962,3891,-1929,-48,55,160,162,474,CRASH_R
23024,5,15,1,10,342,1962,3891,-1929,-48,55,160,162,474,MOVE
23029,5,15,1,10,342,2008,3892,-1884,-45,55,160,165,483,CRASH_R
23034,5,15,1,10,343,2010,3892,-1882,-46,55,160,167,492,CRASH_R
23039,5,15,1,10,343,2008,3892,-1884,-47,55,160,171,500,CRASH_R
23044,5,15,1,10,340,2007,3894,-1887,-47,55,160,174,508,CRASH_R
23050,5,15,1,10,320,2004,3894,-1890,-47,55,160,177,517,CRASH_R
23055,5,15,1,10,320,2004,3894,-1890,-47,55,160,179,526,CRASH_R
23066,5,15,1,10,317,2013,3894,-1881,-46,55,160,187,545,CRASH_R
23071,5,15,1,10,326,2057,3886,-1829,-44,55,160,189,554,CRASH_R
23076,5,15,1,10,319,2057,3878,-1821,-45,55,160,193,562,CRASH_R
23081,5,15,1,10,319,2056,3878,-1822,-45,55,160,196,571,CRASH_R
23087,5,15,1,10,319,2056,3877,-1821,-45,55,160,199,579,CRASH_R
23092,5,15,1,10,319,2056,3875,-1819,-45,55,160,202,588,CRASH_R
23097,5,15,1,10,319,2056,3875,-1819,-45,55,160,205,596,CRASH_R
23132,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
23134,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
23264,5,15,1,10,364,2174,3692,-1518,-28,55,160,0,0,CRASH_R
23265,5,15,1,10,364,2174,3692,-1518,-28,55,160,0,0,MOVE
23270,5,15,1,10,364,2176,3689,-1513,-37,55,160,0,1,CRASH_R
23277,5,15,1,10,352,2186,3692,-1506,-37,55,160,1,5,CRASH_R
23282,5,15,1,10,352,2176,3689,-1513,-38,55,160,2,9,CRASH_R
23287,5,15,1,10,352,2184,3698,-1514,-37,55,160,2,13,CRASH_R
23292,5,15,1,10,352,2179,3684,-1505,-37,55,160,4,17,CRASH_R
23298,5,15,1,10,343,2179,3684,-1505,-37,55,160,5,20,CRASH_R
23303,5,15,1,10,343,2176,3683,-1507,-37,55,160,6,24,CRASH_R
23308,5,15,1,10,343,2173,3683,-1510,-37,55,160,8,27,CRASH_R
23313,5,15,1,10,342,2173,3686,-1513,-37,55,160,10,30,CRASH_R
23318,5,15,1,10,342,2176,3686,-1510,-37,55,160,10,34,CRASH_R
23323,5,15,1,10,365,2197,3684,-1487,-36,55,160,10,37,CRASH_R
23330,5,15,1,10,365,2197,3675,-1478,-36,55,160,12,43,CRASH_R
23336,5,15,1,10,367,2193,3676,-1483,-37,55,160,13,48,CRASH_R
23341,5,15,1,10,365,2192,3675,-1483,-37,55,160,14,52,CRASH_R
23346,5,15,1,10,367,2192,3676,-1484,-37,55,160,16,57,CRASH_R
23351,5,15,1,10,366,2200,3672,-1472,-36,55,160,18,61,CRASH_R
23356,5,15,1,10,367,2204,3604,-1400,-32,55,160,19,66,CRASH_R
23361,5,15,1,10,366,2204,3603,-1399,-34,55,160,20,71,CRASH_R
23366,5,15,1,10,367,2204,3603,-1399,-34,55,160,22,76,CRASH_R
23366,5,15,1,10,367,2204,3603,-1399,-34,55,160,22,76,MOVE
23371,5,15,1,10,364,2197,3600,-1403,-35,55,160,23,82,CRASH_R
23379,5,15,1,10,368,2196,3599,-1403,-35,55,160,25,90,CRASH_R
23384,5,15,1,10,392,2196,3597,-1401,-34,55,160,27,95,CRASH_R
23389,5,15,1,10,392,2196,3597,-1401,-35,55,160,29,101,CRASH_R
23394,5,15,1,10,389,2196,3596,-1400,-34,55,160,30,108,CRASH_R
23399,5,15,1,10,389,2196,3478,-1282,-28,55,160,32,114,CRASH_R
23404,5,15,1,10,393,2247,3466,-1219,-28,55,160,34,120,CRASH_R
23409,5,15,1,10,393,2256,3466,-1210,-29,55,160,36,127,CRASH_R
23414,5,15,1,10,406,2256,3473,-1217,-30,55,160,38,134,CRASH_R
23419,5,15,1,10,415,2246,3476,-1230,-31,55,160,40,141,CRASH_R
23425,5,15,1,10,415,2246,3473,-1227,-30,55,160,42,148,CRASH_R
23432,5,15,1,10,417,2246,3476,-1230,-30,55,160,44,159,CRASH_R
23437,5,15,1,10,417,2247,3471,-1224,-30,55,160,46,166,CRASH_R
23468,5,15,1,10,465,2292,3364,-1072,-26,104,156,61,206,MOVE
23569,5,15,1,10,532,2409,2980,-571,-11,119,141,142,350,MOVE
23670,5,15,1,10,362,2471,2735,-264,-6,124,136,246,493,MOVE
23781,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
23784,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
23916,5,15,1,10,246,2678,2464,214,10,140,120,0,0,MOVE
24017,5,15,1,10,267,2678,2414,264,6,136,124,60,56,MOVE
24119,5,15,1,10,277,2774,2374,400,10,140,120,152,146,MOVE
24220,5,15,1,10,270,2846,2322,524,13,143,117,273,256,MOVE
24321,5,15,1,10,318,3000,2288,712,19,149,111,407,367,MOVE
24421,5,15,1,10,540,3062,2262,800,19,149,111,552,478,MOVE
24487,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
24489,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
24621,5,15,1,10,681,3122,2258,864,22,152,108,0,0,MOVE
24723,5,15,1,10,712,3131,2260,871,21,151,109,69,48,MOVE
24824,5,15,1,10,687,3181,2261,920,23,153,107,189,137,MOVE
24926,5,15,1,10,661,3175,2284,891,22,152,108,334,247,MOVE
25027,5,15,1,10,661,3178,2032,1146,30,160,100,487,367,MOVE
25128,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
25132,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
25264,5,15,1,10,682,3066,846,2220,50,180,80,0,0,MOVE
25366,5,15,1,10,710,3032,992,2040,50,180,80,95,36,MOVE
25467,5,15,1,10,787,2884,1277,1607,40,170,90,240,104,MOVE
25568,5,15,1,10,835,2655,1477,1178,29,159,101,404,194,MOVE
25671,5,15,1,10,912,2387,1544,843,20,150,110,567,299,MOVE
25726,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
25730,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
25863,5,15,1,10,1008,2211,1554,657,11,141,119,0,0,MOVE
25964,5,15,1,10,1006,2195,1521,674,16,146,114,72,53,MOVE
26066,5,15,1,10,1103,2071,1458,613,15,145,115,197,150,MOVE
26167,5,15,1,10,1212,1917,1373,544,13,143,117,341,269,MOVE
26268,5,15,1,10,1353,1766,1328,438,10,140,120,486,393,MOVE
26390,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
26392,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
26524,5,15,1,10,1715,2052,1192,860,40,170,90,0,0,MOVE
26626,5,15,1,10,1777,2199,1212,987,24,154,106,69,49,MOVE
26727,5,15,1,10,1988,2028,1203,825,20,105,65,192,135,MOVE
