time_ms,front,left,right,enc_l,enc_r,pwm_l,pwm_r,action
57316,345,3018,2353,-8,0,0,0,0
57336,265,3018,2353,-9,0,0,0,0
57356,219,3020,2353,-8,0,0,0,0
57376,219,3025,2393,-10,0,0,0,0
57396,219,3046,2398,-9,0,0,0,0
57437,274,3046,2419,-20,0,0,0,0
57457,324,3046,2421,-8,0,0,0,0
57477,340,3023,2446,-9,0,0,0,0
57497,340,3020,2507,-11,0,0,0,0
57517,341,2990,2508,-10,0,0,0,0
57537,346,2982,2605,-11,0,0,0,0
57557,346,2939,2610,-11,0,0,0,0
57577,346,2930,2684,-14,0,0,0,0
57597,346,2920,2692,-15,0,0,0,0
57638,343,2916,2739,-32,0,0,0,0
57658,342,2915,2743,-16,0,0,0,0
57678,342,2893,2758,-13,0,0,0,0
57698,342,2870,2802,-11,0,0,0,0
57718,342,2864,2809,-10,0,0,0,0
57738,342,2806,2859,-11,0,0,0,0
57758,351,2803,2859,-11,0,0,0,0
57778,354,2800,2859,-12,0,0,0,0
57798,362,2791,2859,-12,0,0,0,0
57839,363,2751,2859,-26,0,0,0,0
57859,364,2750,2882,-14,0,0,0,0
57879,366,2735,2882,-17,0,0,0,0
57899,380,2693,2889,-16,0,0,0,0
57919,390,2678,2938,-15,0,0,0,0
57939,396,2624,2947,-15,0,0,0,0
57959,397,2623,2980,-16,0,0,0,0
57979,401,2623,2982,-17,0,0,0,0
57999,417,2616,3011,-17,0,0,0,0
58040,419,2601,3022,-33,0,0,0,0
58060,419,2591,3023,-15,0,0,0,0
58080,464,2563,3074,-15,0,0,0,0
58100,465,2552,3084,-13,0,0,0,0
58120,466,2541,3084,-11,0,0,0,0
58140,487,2541,3087,-13,0,0,0,0
58160,514,2552,3087,-14,0,0,0,0
58180,515,2554,3084,-14,0,0,0,0
58200,537,2572,3084,-12,0,0,0,0
58241,570,2572,3087,-24,0,0,0,0
58261,588,2572,3089,-9,0,0,0,0
58281,610,2575,3089,-10,0,0,0,0
58301,610,2575,3089,-10,0,0,0,0
58321,638,2576,3028,-11,0,0,0,0
58341,658,2576,3018,-9,0,0,0,0
58361,662,2576,2517,-10,0,0,0,0
58381,682,2569,2507,-9,0,0,0,0
58401,734,2569,1284,-8,0,0,0,0
58442,734,2567,1281,-11,0,0,0,0
58462,763,2567,1281,-3,0,0,0,0
58482,800,2548,1281,-2,0,0,0,0
58502,809,2546,1461,0,0,0,0,0
58522,812,2545,1468,0,0,0,0,0
58542,815,2537,1585,0,0,0,0,0
58562,836,2545,1587,0,0,0,0,0
58582,836,2536,1604,0,0,0,0,0
58602,836,2536,1622,0,0,0,0,0
58643,836,2536,1622,0,0,0,0,0
58663,836,2534,1605,0,0,0,0,0
58683,834,2534,1605,0,0,0,0,0
58703,815,2533,1565,0,0,0,0,0
58723,815,2533,1565,0,0,0,0,0
58743,815,2534,1560,0,0,0,0,0
58763,812,2538,1561,0,0,0,0,0
58783,812,2546,1565,0,0,0,0,0
58803,833,2548,1565,0,0,0,0,0
58844,815,2551,1561,0,0,0,0,0
58864,815,2551,1564,-1,0,0,0,0
58884,832,2551,1564,-2,0,0,0,0
58904,815,2550,1564,-3,0,0,0,0
58924,815,2550,1561,-5,0,0,0,0
58944,812,2550,1561,-7,0,0,0,0
58964,829,2563,1561,-8,0,0,0,0
58984,829,2585,1381,-8,0,0,0,0
59004,849,2590,1379,-9,0,0,0,0
59045,884,2593,1379,-19,0,0,0,0
59065,894,2602,901,-8,0,0,0,0
59085,941,2609,626,-6,0,0,0,0
59105,1007,2609,626,-6,0,0,0,0
59125,1031,2609,626,-4,0,0,0,0
59145,1050,2556,626,-3,0,0,0,0
59165,1077,2549,962,-2,0,0,0,0
59185,1143,2445,965,-1,0,0,0,0
59205,1156,2437,1204,-1,0,0,0,0
59246,1156,2214,1378,-3,0,0,0,0
59266,1156,2199,1379,-2,0,0,0,0
59286,1124,1917,1379,-2,0,0,0,0
59306,1122,1912,1379,-2,0,0,0,0
59326,1120,1865,1653,-2,0,0,0,0
59346,1011,1865,1656,-2,0,0,0,0
59366,954,1865,1913,-3,0,0,0,0
59386,902,1869,1914,-3,0,0,0,0
59406,902,1916,2185,-5,0,0,0,0
59447,859,1917,2199,-14,0,0,0,0
59467,786,2095,2502,-7,0,0,0,0
59487,279,2211,2691,-8,0,0,0,0
59507,279,2222,2709,-9,0,0,0,0
59527,279,2251,2807,-10,0,0,0,0
59547,280,2252,2814,-9,0,0,0,0
59567,295,2287,2820,-10,0,0,0,0
59587,295,2308,2829,-10,0,0,0,0
59607,291,2345,2829,-9,0,0,0,0
59648,295,2346,2829,-19,0,0,0,0
59668,312,2370,2827,-10,0,0,0,0
59688,316,2378,2825,-10,0,0,0,0
59708,317,2386,2825,-12,0,0,0,0
59728,345,2391,2827,-12,0,0,0,0
59748,346,2386,2850,-13,0,0,0,0
59768,356,2391,2852,-14,0,0,0,0
59788,365,2386,2868,-14,0,0,0,0
59808,388,2386,2872,-15,0,0,0,0
59849,391,2386,2872,-31,0,0,0,0
59869,391,2392,2868,-15,0,0,0,0
59889,439,2422,2849,-16,0,0,0,0
59909,463,2432,2849,-16,0,0,0,0
59929,471,2434,2830,-17,0,0,0,0
59949,488,2445,2830,-16,0,0,0,0
59969,523,2453,2815,-17,0,0,0,0
59989,539,2479,2812,-17,0,0,0,0
